RowId,Location
1,66.51319885253906
2,37.12949752807617
3,30.823585510253906
4,37.050384521484375
5,60.91381072998047
6,37.580657958984375
7,72.51362228393555
8,36.842308044433594
9,36.91466045379639
10,39.683775901794434
11,23.558900356292725
12,37.21196937561035
13,56.84797668457031
14,32.12955093383789
15,82.23623657226562
16,27.434266090393066
17,39.931586265563965
18,30.457334518432617
19,14.982699394226074
20,31.264609336853027
21,48.60982704162598
22,58.5300407409668
23,64.63784408569336
24,79.12227630615234
25,34.75136947631836
26,73.67929458618164
27,49.052106857299805
28,74.40542221069336
29,49.86031723022461
30,86.32455825805664
31,67.6721076965332
32,38.2747163772583
33,30.38818645477295
34,37.15323829650879
35,60.85604667663574
36,37.50080108642578
37,73.35895156860352
38,37.837082862854004
39,36.22588920593262
40,40.38863182067871
41,23.824629306793213
42,36.54132843017578
43,58.083412170410156
44,30.59095573425293
45,81.52389335632324
46,27.60197925567627
47,39.81559467315674
48,30.956377029418945
49,15.797618865966797
50,32.539981842041016
51,49.528215408325195
52,59.061161041259766
53,64.75300025939941
54,78.07320785522461
55,34.32428169250488
56,76.23719787597656
57,49.9683952331543
58,74.78155517578125
59,50.10658264160156
60,84.94091033935547
61,64.16276550292969
62,37.05555725097656
63,29.577856063842773
64,37.72836112976074
65,58.3893985748291
66,35.222551345825195
67,70.83552932739258
68,36.19675540924072
69,36.21536064147949
70,39.07436943054199
71,23.115463256835938
72,35.67278480529785
73,55.23841094970703
74,27.944114685058594
75,77.92541313171387
76,27.87784194946289
77,39.733537673950195
78,29.863706588745117
79,14.397468566894531
80,30.026927947998047
81,47.297149658203125
82,57.418922424316406
83,62.14296340942383
84,74.00216102600098
85,33.169281005859375
86,72.64097213745117
87,47.163185119628906
88,71.46994400024414
89,48.67154502868652
90,80.93872833251953
91,66.44736099243164
92,37.16463375091553
93,30.121192932128906
94,36.876065254211426
95,58.2216911315918
96,36.904417991638184
97,72.4112663269043
98,37.65572261810303
99,36.45977210998535
100,39.15850067138672
101,24.393776893615723
102,36.235107421875
103,58.827524185180664
104,29.215822219848633
105,81.70073318481445
106,29.28632354736328
107,39.917449951171875
108,29.560904502868652
109,15.499104022979736
110,32.41512107849121
111,49.30748748779297
112,59.03638458251953
113,63.338762283325195
114,80.28980827331543
115,33.4672966003418
116,75.56192779541016
117,49.9240665435791
118,74.79977416992188
119,49.15256309509277
120,83.57268905639648
121,66.99544715881348
122,38.78876495361328
123,30.113576889038086
124,36.43359661102295
125,59.914878845214844
126,38.02086067199707
127,72.92294311523438
128,38.08256721496582
129,35.813249588012695
130,40.12745475769043
131,23.23522424697876
132,36.435813903808594
133,57.76622772216797
134,29.835771560668945
135,81.42604064941406
136,28.88027572631836
137,40.1993408203125
138,29.529098510742188
139,14.396055221557617
140,31.920822143554688
141,48.18647003173828
142,59.10446548461914
143,63.8715877532959
144,79.37102508544922
145,32.77346992492676
146,75.89983749389648
147,49.02014923095703
148,74.32137680053711
149,49.28244209289551
150,84.75232315063477
151,65.32588005065918
152,38.97953224182129
153,31.11243438720703
154,37.75336933135986
155,57.89047050476074
156,37.49386024475098
157,70.86502075195312
158,36.80384159088135
159,36.4119815826416
160,37.562350273132324
161,23.464496612548828
162,35.662593841552734
163,56.583927154541016
164,29.396183967590332
165,80.14348983764648
166,29.355628967285156
167,39.67983913421631
168,29.503847122192383
169,14.464176177978516
170,32.5764856338501
171,47.905906677246094
172,57.34577178955078
173,62.842918395996094
174,76.57748794555664
175,31.93832302093506
176,75.54944229125977
177,47.78500270843506
178,73.81808853149414
179,48.43113327026367
180,82.07617950439453
181,66.5449275970459
182,37.096744537353516
183,31.01557159423828
184,35.63505935668945
185,58.901933670043945
186,36.69850730895996
187,73.20258522033691
188,36.05811595916748
189,35.64042377471924
190,39.426069259643555
191,23.802741050720215
192,36.694756507873535
193,57.33782958984375
194,29.26941204071045
195,81.11739349365234
196,28.69232940673828
197,39.91853141784668
198,28.70939826965332
199,15.12742280960083
200,31.574915885925293
201,48.87164497375488
202,58.14397430419922
203,62.82556915283203
204,78.08075523376465
205,33.11899280548096
206,75.41432189941406
207,49.01202392578125
208,75.8367691040039
209,49.4567813873291
210,83.25567626953125
211,66.28779602050781
212,38.731550216674805
213,29.45686912536621
214,37.15840816497803
215,59.94132041931152
216,36.40301513671875
217,72.24054908752441
218,37.07274341583252
219,36.58422088623047
220,39.181983947753906
221,23.31602954864502
222,36.35728168487549
223,57.037296295166016
224,29.415149688720703
225,81.08802223205566
226,28.884321212768555
227,39.61070251464844
228,30.128042221069336
229,14.986886501312256
230,30.87337875366211
231,49.86171340942383
232,57.948320388793945
233,63.10529708862305
234,77.64884948730469
235,32.98599815368652
236,75.30858993530273
237,49.2942008972168
238,74.5535774230957
239,49.48809814453125
240,83.63005828857422
241,66.51076126098633
242,38.377458572387695
243,31.10774803161621
244,37.35077476501465
245,60.01028251647949
246,37.82624530792236
247,71.88014030456543
248,37.28986358642578
249,36.025837898254395
250,38.800065994262695
251,23.57955837249756
252,36.50687026977539
253,57.1450080871582
254,30.088969230651855
255,81.09726333618164
256,28.14994525909424
257,39.91123580932617
